Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment,Churn
3,709.38,59,3,4,3,343,Loyal Customers,0
3,635.41,18,4,4,3,443,Loyal Customers,0
2,725.18,65,3,3,3,333,Loyal Customers,0
1,620.4,87,2,2,3,223,Lost Customers,1
1,535.34,249,1,2,3,123,Lost Customers,1
6,2424.94,2,5,5,5,555,Champions,0
1,175.2,246,1,2,1,121,Lost Customers,1
11,3799.4900000000002,8,5,5,5,555,Champions,0
3,734.13,156,2,4,3,243,At Risk,0
1,375.0,133,2,2,2,222,Lost Customers,1
1,76.32000000000001,295,1,2,1,121,Lost Customers,1
2,280.52,4,5,3,2,532,Loyal Customers,0
5,2053.02,42,3,4,4,344,Loyal Customers,0
1,1829.04,268,1,2,4,124,Lost Customers,1
5,1824.23,49,3,4,4,344,Loyal Customers,0
9,3092.04,8,5,5,5,555,Champions,0
3,656.69,15,4,4,3,443,Loyal Customers,0
1,348.2,281,1,2,2,122,Lost Customers,1
2,1025.44,64,3,3,4,334,Loyal Customers,0
19,5533.67,1,5,5,5,555,Champions,0
1,37.4,251,1,2,1,121,Lost Customers,1
2,856.6,231,1,3,3,133,At Risk,0
3,822.48,16,4,4,3,443,Loyal Customers,0
27,3787.6,10,5,5,5,555,Champions,0
4,1822.97,7,5,4,4,544,Champions,0
6,1885.05,50,3,5,4,354,Loyal Customers,0
1,73.2,58,3,2,1,321,Lost Customers,1
5,1140.21,94,2,4,4,244,At Risk,0
6,1418.32,15,4,5,4,454,Champions,0
3,1009.5500000000001,125,2,4,4,244,At Risk,0
4,1037.59,93,2,4,4,244,At Risk,0
1,331.95,49,3,2,2,322,Lost Customers,1
1,197.9,137,2,2,1,221,Lost Customers,1
1,215.83,60,3,2,1,321,Lost Customers,1
8,10254.18,99,2,5,5,255,At Risk,0
1,305.54,72,2,2,2,222,Lost Customers,1
4,6617.65,71,3,4,5,345,Loyal Customers,0
1,338.71000000000004,66,3,2,2,322,Lost Customers,1
6,1158.79,63,3,5,4,354,Loyal Customers,0
2,529.41,16,4,3,3,433,Loyal Customers,0
12,4006.94,22,4,5,5,455,Champions,0
15,6911.4400000000005,31,4,5,5,455,Champions,0
4,981.86,44,3,4,4,344,Loyal Customers,0
2,215.48,15,4,3,1,431,Loyal Customers,0
1,215.08,39,3,2,1,321,Lost Customers,1
13,5180.52,2,5,5,5,555,Champions,0
1,314.45,236,1,2,2,122,Lost Customers,1
1,400.68100000000004,74,2,2,2,222,Lost Customers,1
2,1068.8700000000001,3,5,3,4,534,Loyal Customers,0
4,1863.47,2,5,4,4,544,Champions,0
1,365.27,360,1,2,2,122,Lost Customers,1
4,592.9,58,3,4,3,343,Loyal Customers,0
1,384.18,22,4,2,2,422,New  Customers,0
4,757.63,30,4,4,3,443,Loyal Customers,0
4,537.0600000000001,54,3,4,3,343,Loyal Customers,0
1,394.38,24,4,2,2,422,New  Customers,0
2,664.26,44,3,3,3,333,Loyal Customers,0
5,2262.62,88,2,4,5,245,At Risk,0
18,21086.3,1,5,5,5,555,Champions,0
1,547.02,88,2,2,3,223,Lost Customers,1
2,690.34,18,4,3,3,433,Loyal Customers,0
1,159.0,78,2,2,1,221,Lost Customers,1
3,1062.75,170,2,4,4,244,At Risk,0
1,242.35,80,2,2,1,221,Lost Customers,1
1,914.9300000000001,266,1,2,3,123,Lost Customers,1
2,304.25,234,1,3,2,132,At Risk,0
7,3084.68,29,4,5,5,455,Champions,0
3,860.86,36,3,4,3,343,Loyal Customers,0
1,773.5500000000001,317,1,2,3,123,Lost Customers,1
4,1295.3,56,3,4,4,344,Loyal Customers,0
5,1096.32,44,3,4,4,344,Loyal Customers,0
3,255.12,202,1,4,2,142,At Risk,0
1,314.22,224,1,2,2,122,Lost Customers,1
2,1010.6,86,2,3,4,234,At Risk,0
2,542.03,189,1,3,3,133,At Risk,0
4,990.88,43,3,4,4,344,Loyal Customers,0
3,536.6800000000001,70,3,4,3,343,Loyal Customers,0
5,867.31,40,3,4,3,343,Loyal Customers,0
1,432.2,77,2,2,2,222,Lost Customers,1
2,414.2,56,3,3,2,332,Loyal Customers,0
2,3718.8,23,4,3,5,435,Loyal Customers,0
13,2590.31,9,5,5,5,555,Champions,0
7,3579.86,7,5,5,5,555,Champions,0
2,409.1,33,3,3,2,332,Loyal Customers,0
2,1522.75,211,1,3,4,134,At Risk,0
3,1413.66,23,4,4,4,444,Champions,0
1,114.56,169,2,2,1,221,Lost Customers,1
1,152.94,61,3,2,1,321,Lost Customers,1
5,1800.07,52,3,4,4,344,Loyal Customers,0
2,389.44,260,1,3,2,132,At Risk,0
2,3683.86,66,3,3,5,335,Loyal Customers,0
8,2619.91,16,4,5,5,455,Champions,0
1,752.4300000000001,266,1,2,3,123,Lost Customers,1
1,46.95,176,2,2,1,221,Lost Customers,1
5,5203.51,44,3,4,5,345,Loyal Customers,0
1,1035.45,50,3,2,4,324,Lost Customers,1
4,728.54,16,4,4,3,443,Loyal Customers,0
9,5447.0,8,5,5,5,555,Champions,0
7,861.89,73,2,5,3,253,At Risk,0
2,667.65,70,3,3,3,333,Loyal Customers,0
1,1141.24,352,1,2,4,124,Lost Customers,1
5,1404.64,2,5,4,4,544,Champions,0
1,411.7,116,2,2,2,222,Lost Customers,1
1,351.75,372,1,2,2,122,Lost Customers,1
1,559.87,196,1,2,3,123,Lost Customers,1
1,810.6000000000001,176,2,2,3,223,Lost Customers,1
1,566.38,99,2,2,3,223,Lost Customers,1
3,1502.78,20,4,4,4,444,Champions,0
1,2062.06,71,3,2,5,325,Lost Customers,1
1,168.3,339,1,2,1,121,Lost Customers,1
5,1570.81,5,5,4,4,544,Champions,0
2,812.68,30,4,3,3,433,Loyal Customers,0
1,142.5,169,2,2,1,221,Lost Customers,1
1,302.25,121,2,2,2,222,Lost Customers,1
10,2248.9900000000002,21,4,5,5,455,Champions,0
4,1328.55,9,5,4,4,544,Champions,0
1,301.9,268,1,2,2,122,Lost Customers,1
3,598.2,22,4,4,3,443,Loyal Customers,0
1,233.22,126,2,2,1,221,Lost Customers,1
3,5360.63,25,4,4,5,445,Champions,0
1,361.21999999999997,138,2,2,2,222,Lost Customers,1
6,632.27,213,1,5,3,153,At Risk,0
4,2560.0,37,3,4,5,345,Loyal Customers,0
2,706.57,105,2,3,3,233,At Risk,0
2,616.26,17,4,3,3,433,Loyal Customers,0
2,274.15000000000003,2,5,3,2,532,Loyal Customers,0
1,226.37,330,1,2,1,121,Lost Customers,1
8,2938.91,63,3,5,5,355,Loyal Customers,0
3,1341.65,119,2,4,4,244,At Risk,0
1,328.15,34,3,2,2,322,Lost Customers,1
1,404.40000000000003,217,1,2,2,122,Lost Customers,1
2,1038.46,171,2,3,4,234,At Risk,0
5,373.65000000000003,71,3,4,2,342,Loyal Customers,0
2,326.75,0,5,3,2,532,Loyal Customers,0
1,207.50000000000003,195,1,2,1,121,Lost Customers,1
3,408.59000000000003,127,2,4,2,242,At Risk,0
3,594.24,46,3,4,3,343,Loyal Customers,0
14,3039.2200000000003,5,5,5,5,555,Champions,0
6,3820.27,13,4,5,5,455,Champions,0
3,251.91,17,4,4,2,442,Loyal Customers,0
7,1582.8,27,4,5,4,454,Champions,0
22,26626.8,7,5,5,5,555,Champions,0
1,151.05,36,3,2,1,321,Lost Customers,1
1,214.79999999999998,156,2,2,1,221,Lost Customers,1
1,94.05,283,1,2,1,121,Lost Customers,1
1,534.31,106,2,2,3,223,Lost Customers,1
4,1971.87,24,4,4,4,444,Champions,0
4,322.41,74,2,4,2,242,At Risk,0
2,328.58,15,4,3,2,432,Loyal Customers,0
1,101.10000000000001,157,2,2,1,221,Lost Customers,1
1,565.46,43,3,2,3,323,Lost Customers,1
2,847.45,10,5,3,3,533,Loyal Customers,0
7,1415.65,31,4,5,4,454,Champions,0
1,53.5,290,1,2,1,121,Lost Customers,1
4,1116.47,20,4,4,4,444,Champions,0
1,153.9,332,1,2,1,121,Lost Customers,1
2,494.44,17,4,3,3,433,Loyal Customers,0
23,6675.71,3,5,5,5,555,Champions,0
2,395.8,62,3,3,2,332,Loyal Customers,0
3,211.77,197,1,4,1,141,At Risk,0
3,658.88,32,4,4,3,443,Loyal Customers,0
4,2027.5,0,5,4,4,544,Champions,0
9,1750.92,6,5,5,4,554,Champions,0
6,3450.41,4,5,5,5,555,Champions,0
4,891.21,9,5,4,3,543,Loyal Customers,0
5,709.99,31,4,4,3,443,Loyal Customers,0
1,109.36000000000001,52,3,2,1,321,Lost Customers,1
2,705.79,11,5,3,3,533,Loyal Customers,0
9,1540.42,17,4,5,4,454,Champions,0
1,327.3,18,4,2,2,422,New  Customers,0
2,800.67,36,3,3,3,333,Loyal Customers,0
2,479.91,1,5,3,2,532,Loyal Customers,0
3,1545.41,17,4,4,4,444,Champions,0
4,1301.91,81,2,4,4,244,At Risk,0
2,355.73,32,4,3,2,432,Loyal Customers,0
2,466.73,65,3,3,2,332,Loyal Customers,0
2,974.96,8,5,3,4,534,Loyal Customers,0
1,676.2,266,1,2,3,123,Lost Customers,1
3,362.95,246,1,4,2,142,At Risk,0
4,2157.4,3,5,4,5,545,Champions,0
1,1743.1499999999999,60,3,2,4,324,Lost Customers,1
2,643.76,74,2,3,3,233,At Risk,0
2,584.5,89,2,3,3,233,At Risk,0
3,554.86,59,3,4,3,343,Loyal Customers,0
2,302.57,28,4,3,2,432,Loyal Customers,0
1,94.36,322,1,2,1,121,Lost Customers,1
4,1382.07,52,3,4,4,344,Loyal Customers,0
1,217.89,269,1,2,1,121,Lost Customers,1
13,3040.96,1,5,5,5,555,Champions,0
5,1555.34,56,3,4,4,344,Loyal Customers,0
5,1482.06,60,3,4,4,344,Loyal Customers,0
2,1705.8,153,2,3,4,234,At Risk,0
2,408.02,18,4,3,2,432,Loyal Customers,0
1,303.93,94,2,2,2,222,Lost Customers,1
12,4098.32,0,5,5,5,555,Champions,0
2,293.45,264,1,3,2,132,At Risk,0
1,177.5,311,1,2,1,121,Lost Customers,1
1,443.05,69,3,2,2,322,Lost Customers,1
2,167.25,301,1,3,1,131,At Risk,0
1,154.35,18,4,2,1,421,New  Customers,0
10,2079.68,12,5,5,5,555,Champions,0
5,2022.98,35,3,4,4,344,Loyal Customers,0
2,211.7,18,4,3,1,431,Loyal Customers,0
1,135.99,53,3,2,1,321,Lost Customers,1
1,262.2,56,3,2,2,322,Lost Customers,1
2,126.25,21,4,3,1,431,Loyal Customers,0
1,200.27,43,3,2,1,321,Lost Customers,1
3,1051.4,26,4,4,4,444,Champions,0
3,631.12,44,3,4,3,343,Loyal Customers,0
6,958.71,112,2,5,4,254,At Risk,0
51,34684.4,16,4,5,5,455,Champions,0
1,346.12,24,4,2,2,422,New  Customers,0
1,133.56,190,1,2,1,121,Lost Customers,1
1,302.7,301,1,2,2,122,Lost Customers,1
10,1863.76,1,5,5,4,554,Champions,0
2,241.06,262,1,3,1,131,At Risk,0
1,284.55,105,2,2,2,222,Lost Customers,1
1,300.85,56,3,2,2,322,Lost Customers,1
3,623.28,212,1,4,3,143,At Risk,0
1,287.4,63,3,2,2,322,Lost Customers,1
1,184.26,27,4,2,1,421,New  Customers,0
7,1511.8,28,4,5,4,454,Champions,0
5,798.35,5,5,4,3,543,Loyal Customers,0
5,3640.67,7,5,4,5,545,Champions,0
2,381.2,66,3,3,2,332,Loyal Customers,0
3,609.3,1,5,4,3,543,Loyal Customers,0
4,654.67,45,3,4,3,343,Loyal Customers,0
1,230.51,33,3,2,1,321,Lost Customers,1
2,168472.5,0,5,3,5,535,Loyal Customers,0
1,255.91,135,2,2,2,222,Lost Customers,1
1,182.99,197,1,2,1,121,Lost Customers,1
2,707.69,197,1,3,3,133,At Risk,0
1,311.92,149,2,2,2,222,Lost Customers,1
1,266.97,87,2,2,2,222,Lost Customers,1
2,6.9,44,3,3,1,331,Loyal Customers,0
7,1841.18,63,3,5,4,354,Loyal Customers,0
5,2158.18,98,2,4,5,245,At Risk,0
1,208.36,217,1,2,1,121,Lost Customers,1
18,3482.7400000000002,2,5,5,5,555,Champions,0
3,811.23,27,4,4,3,443,Loyal Customers,0
1,142.92,177,2,2,1,221,Lost Customers,1
3,136.0,73,2,4,1,241,At Risk,0
4,1422.4,20,4,4,4,444,Champions,0
3,1298.66,19,4,4,4,444,Champions,0
7,1595.96,33,3,5,4,354,Loyal Customers,0
1,74.9,73,2,2,1,221,Lost Customers,1
4,625.42,23,4,4,3,443,Loyal Customers,0
4,752.77,51,3,4,3,343,Loyal Customers,0
1,223.95000000000002,274,1,2,1,121,Lost Customers,1
3,316.11,164,2,4,2,242,At Risk,0
7,1810.65,6,5,5,4,554,Champions,0
4,544.3,87,2,4,3,243,At Risk,0
7,2494.46,63,3,5,5,355,Loyal Customers,0
3,331.0,24,4,4,2,442,Loyal Customers,0
2,300.83,9,5,3,2,532,Loyal Customers,0
1,769.29,75,2,2,3,223,Lost Customers,1
1,220.62,15,4,2,1,421,New  Customers,0
1,139.35,191,1,2,1,121,Lost Customers,1
2,404.3,173,2,3,2,232,At Risk,0
1,363.65,76,2,2,2,222,Lost Customers,1
3,498.8,32,4,4,3,443,Loyal Customers,0
1,731.5,46,3,2,3,323,Lost Customers,1
4,1351.63,79,2,4,4,244,At Risk,0
1,826.53,296,1,2,3,123,Lost Customers,1
3,648.26,2,5,4,3,543,Loyal Customers,0
3,1599.52,8,5,4,4,544,Champions,0
6,2965.69,49,3,5,5,355,Loyal Customers,0
2,100.97,160,2,3,1,231,At Risk,0
2,365.45,359,1,3,2,132,At Risk,0
6,400.86,4,5,5,2,552,Loyal Customers,0
4,1431.93,106,2,4,4,244,At Risk,0
1,465.88,24,4,2,2,422,New  Customers,0
1,777.6,31,4,2,3,423,New  Customers,0
2,90.30000000000001,19,4,3,1,431,Loyal Customers,0
1,363.7,296,1,2,2,122,Lost Customers,1
1,248.1,371,1,2,1,121,Lost Customers,1
3,918.33,21,4,4,3,443,Loyal Customers,0
4,874.59,4,5,4,3,543,Loyal Customers,0
5,1624.14,51,3,4,4,344,Loyal Customers,0
1,101.69999999999999,29,4,2,1,421,New  Customers,0
1,162.7,276,1,2,1,121,Lost Customers,1
2,484.32,60,3,3,2,332,Loyal Customers,0
2,215.07999999999998,24,4,3,1,431,Loyal Customers,0
3,1046.57,185,1,4,4,144,At Risk,0
21,9418.470000000001,1,5,5,5,555,Champions,0
26,13027.45,1,5,5,5,555,Champions,0
1,290.36,171,2,2,2,222,Lost Customers,1
1,228.06,80,2,2,1,221,Lost Customers,1
1,244.41,3,5,2,1,521,New  Customers,0
1,455.25,189,1,2,2,122,Lost Customers,1
7,1244.59,21,4,5,4,454,Champions,0
3,6748.8,17,4,4,5,445,Champions,0
3,1082.81,18,4,4,4,444,Champions,0
1,593.75,4,5,2,3,523,New  Customers,0
1,548.12,109,2,2,3,223,Lost Customers,1
4,1388.81,2,5,4,4,544,Champions,0
1,119.62,53,3,2,1,321,Lost Customers,1
1,339.3,164,2,2,2,222,Lost Customers,1
2,787.15,290,1,3,3,133,At Risk,0
10,4034.9,9,5,5,5,555,Champions,0
5,2298.97,108,2,4,5,245,At Risk,0
3,922.12,95,2,4,3,243,At Risk,0
2,379.73,242,1,3,2,132,At Risk,0
12,5719.82,162,2,5,5,255,At Risk,0
3,837.1,41,3,4,3,343,Loyal Customers,0
2,285.89,34,3,3,2,332,Loyal Customers,0
7,3313.79,66,3,5,5,355,Loyal Customers,0
2,281.85,23,4,3,2,432,Loyal Customers,0
20,8338.49,0,5,5,5,555,Champions,0
2,841.41,26,4,3,3,433,Loyal Customers,0
2,511.12,5,5,3,3,533,Loyal Customers,0
1,1077.74,53,3,2,4,324,Lost Customers,1
1,173.7,363,1,2,1,121,Lost Customers,1
5,614.66,14,4,4,3,443,Loyal Customers,0
2,865.6,193,1,3,3,133,At Risk,0
1,124.2,2,5,2,1,521,New  Customers,0
10,3738.4,14,4,5,5,455,Champions,0
3,1421.69,26,4,4,4,444,Champions,0
3,1009.6,126,2,4,4,244,At Risk,0
2,663.61,84,2,3,3,233,At Risk,0
1,451.44,70,3,2,2,322,Lost Customers,1
1,105.84,182,1,2,1,121,Lost Customers,1
1,313.62,112,2,2,2,222,Lost Customers,1
1,233.45,373,1,2,1,121,Lost Customers,1
2,936.08,79,2,3,4,234,At Risk,0
1,463.95,248,1,2,2,122,Lost Customers,1
1,225.15,231,1,2,1,121,Lost Customers,1
3,459.24,70,3,4,2,342,Loyal Customers,0
1,213.5,68,3,2,1,321,Lost Customers,1
16,4113.68,3,5,5,5,555,Champions,0
3,330.03,50,3,4,2,342,Loyal Customers,0
1,181.09,74,2,2,1,221,Lost Customers,1
1,360.16,60,3,2,2,322,Lost Customers,1
2,250.15,15,4,3,2,432,Loyal Customers,0
1,90.04,3,5,2,1,521,New  Customers,0
1,145.04999999999998,285,1,2,1,121,Lost Customers,1
6,813.52,3,5,5,3,553,Loyal Customers,0
1,242.7,40,3,2,1,321,Lost Customers,1
1,528.08,35,3,2,3,323,Lost Customers,1
2,482.47,74,2,3,2,232,At Risk,0
14,3347.71,17,4,5,5,455,Champions,0
7,5493.46,14,4,5,5,455,Champions,0
1,75.66,218,1,2,1,121,Lost Customers,1
1,129.49,185,1,2,1,121,Lost Customers,1
4,1187.66,32,4,4,4,444,Champions,0
1,618.59,69,3,2,3,323,Lost Customers,1
1,506.19,182,1,2,3,123,Lost Customers,1
2,500.42,14,4,3,3,433,Loyal Customers,0
1,151.85,235,1,2,1,121,Lost Customers,1
5,2647.59,30,4,4,5,445,Champions,0
1,226.21,263,1,2,1,121,Lost Customers,1
2,178.96,3,5,3,1,531,Loyal Customers,0
4,813.48,51,3,4,3,343,Loyal Customers,0
1,129.45,245,1,2,1,121,Lost Customers,1
2,810.5699999999999,80,2,3,3,233,At Risk,0
1,333.08,274,1,2,2,122,Lost Customers,1
17,4413.1,0,5,5,5,555,Champions,0
1,322.8,78,2,2,2,222,Lost Customers,1
5,2188.05,29,4,4,5,445,Champions,0
2,408.63,73,2,3,2,232,At Risk,0
6,2883.1,16,4,5,5,455,Champions,0
2,217.9,222,1,3,1,131,At Risk,0
4,1154.47,31,4,4,4,444,Champions,0
10,1680.72,22,4,5,4,454,Champions,0
3,1257.51,30,4,4,4,444,Champions,0
1,231.10000000000002,105,2,2,1,221,Lost Customers,1
2,688.33,4,5,3,3,533,Loyal Customers,0
1,487.51,245,1,2,3,123,Lost Customers,1
2,833.78,177,2,3,3,233,At Risk,0
2,214.06,169,2,3,1,231,At Risk,0
1,290.65999999999997,42,3,2,2,322,Lost Customers,1
1,518.42,71,3,2,3,323,Lost Customers,1
7,6773.97,58,3,5,5,355,Loyal Customers,0
2,1212.66,15,4,3,4,434,Loyal Customers,0
4,601.27,140,2,4,3,243,At Risk,0
6,3789.52,17,4,5,5,455,Champions,0
15,8625.8,21,4,5,5,455,Champions,0
4,874.43,9,5,4,3,543,Loyal Customers,0
1,123.24,367,1,2,1,121,Lost Customers,1
1,39.12,188,1,2,1,121,Lost Customers,1
4,1267.6499999999999,15,4,4,4,444,Champions,0
1,135.39999999999998,361,1,2,1,121,Lost Customers,1
1,118.98,18,4,2,1,421,New  Customers,0
2,567.1800000000001,67,3,3,3,333,Loyal Customers,0
6,306.71999999999997,14,4,5,2,452,Loyal Customers,0
3,1348.88,23,4,4,4,444,Champions,0
11,4095.9,16,4,5,5,455,Champions,0
3,1692.27,27,4,4,4,444,Champions,0
20,8134.9400000000005,1,5,5,5,555,Champions,0
2,304.24,54,3,3,2,332,Loyal Customers,0
4,1592.1200000000001,33,3,4,4,344,Loyal Customers,0
12,3109.99,2,5,5,5,555,Champions,0
1,129.75,365,1,2,1,121,Lost Customers,1
1,183.7,42,3,2,1,321,Lost Customers,1
6,1770.34,72,2,5,4,254,At Risk,0
5,1028.0,4,5,4,4,544,Champions,0
28,66653.56,3,5,5,5,555,Champions,0
2,324.24,60,3,3,2,332,Loyal Customers,0
7,2959.88,46,3,5,5,355,Loyal Customers,0
4,1260.86,0,5,4,4,544,Champions,0
2,422.59999999999997,75,2,3,2,232,At Risk,0
2,225.57999999999998,71,3,3,1,331,Loyal Customers,0
2,1276.0,255,1,3,4,134,At Risk,0
2,477.86,68,3,3,2,332,Loyal Customers,0
4,657.9000000000001,134,2,4,3,243,At Risk,0
1,112.75,240,1,2,1,121,Lost Customers,1
2,1998.0,226,1,3,4,134,At Risk,0
13,5076.55,8,5,5,5,555,Champions,0
13,5398.3,8,5,5,5,555,Champions,0
20,14034.99,0,5,5,5,555,Champions,0
3,531.35,36,3,4,3,343,Loyal Customers,0
1,656.63,45,3,2,3,323,Lost Customers,1
5,3029.87,84,2,4,5,245,At Risk,0
10,2467.99,18,4,5,5,455,Champions,0
5,1651.03,2,5,4,4,544,Champions,0
11,3611.31,8,5,5,5,555,Champions,0
15,6910.78,18,4,5,5,455,Champions,0
3,1129.06,218,1,4,4,144,At Risk,0
1,301.71999999999997,77,2,2,2,222,Lost Customers,1
2,901.2,266,1,3,3,133,At Risk,0
6,3843.08,23,4,5,5,455,Champions,0
1,606.0500000000001,368,1,2,3,123,Lost Customers,1
7,1770.22,14,4,5,4,454,Champions,0
1,152.95,25,4,2,1,421,New  Customers,0
1,292.47,261,1,2,2,122,Lost Customers,1
13,4730.81,16,4,5,5,455,Champions,0
2,576.4,90,2,3,3,233,At Risk,0
7,758.27,301,1,5,3,153,At Risk,0
5,1358.74,25,4,4,4,444,Champions,0
1,256.32,363,1,2,2,122,Lost Customers,1
4,1048.28,45,3,4,4,344,Loyal Customers,0
21,7205.33,37,3,5,5,355,Loyal Customers,0
3,743.11,51,3,4,3,343,Loyal Customers,0
1,603.75,31,4,2,3,423,New  Customers,0
3,646.76,51,3,4,3,343,Loyal Customers,0
5,2247.41,78,2,4,5,245,At Risk,0
1,417.59999999999997,52,3,2,2,322,Lost Customers,1
1,3.75,297,1,2,1,121,Lost Customers,1
1,323.0,176,2,2,2,222,Lost Customers,1
1,464.9,46,3,2,2,322,Lost Customers,1
7,2213.13,28,4,5,5,455,Champions,0
7,1291.91,10,5,5,4,554,Champions,0
17,7180.7,86,2,5,5,255,At Risk,0
18,6680.11,4,5,5,5,555,Champions,0
2,836.06,37,3,3,3,333,Loyal Customers,0
5,1515.9,17,4,4,4,444,Champions,0
5,623.93,44,3,4,3,343,Loyal Customers,0
1,1764.72,30,4,2,4,424,New  Customers,0
1,207.5,372,1,2,1,121,Lost Customers,1
1,223.92000000000002,57,3,2,1,321,Lost Customers,1
1,2002.4,371,1,2,4,124,Lost Customers,1
3,1475.43,113,2,4,4,244,At Risk,0
1,239.4,214,1,2,1,121,Lost Customers,1
1,106.83000000000001,318,1,2,1,121,Lost Customers,1
1,369.34000000000003,64,3,2,2,322,Lost Customers,1
3,789.79,7,5,4,3,543,Loyal Customers,0
1,316.62,96,2,2,2,222,Lost Customers,1
3,1207.24,19,4,4,4,444,Champions,0
1,611.85,198,1,2,3,123,Lost Customers,1
13,2790.9500000000003,3,5,5,5,555,Champions,0
1,34.0,293,1,2,1,121,Lost Customers,1
2,1145.6,272,1,3,4,134,At Risk,0
11,5575.56,30,4,5,5,455,Champions,0
3,478.09000000000003,47,3,4,2,342,Loyal Customers,0
1,361.54,259,1,2,2,122,Lost Customers,1
5,757.1,57,3,4,3,343,Loyal Customers,0
5,2242.61,32,4,4,5,445,Champions,0
1,171.59,56,3,2,1,321,Lost Customers,1
4,661.52,67,3,4,3,343,Loyal Customers,0
11,1691.51,9,5,5,4,554,Champions,0
1,371.54,59,3,2,2,322,Lost Customers,1
2,222.62,79,2,3,1,231,At Risk,0
2,245.94,73,2,3,1,231,At Risk,0
22,10611.720000000001,1,5,5,5,555,Champions,0
2,422.24,99,2,3,2,232,At Risk,0
1,311.25,371,1,2,2,122,Lost Customers,1
13,2267.9500000000003,9,5,5,5,555,Champions,0
1,107.6,19,4,2,1,421,New  Customers,0
2,594.39,122,2,3,3,233,At Risk,0
1,80.8,7,5,2,1,521,New  Customers,0
6,1545.6200000000001,3,5,5,4,554,Champions,0
7,1705.78,28,4,5,4,454,Champions,0
2,110.38000000000001,281,1,3,1,131,At Risk,0
1,243.84,56,3,2,1,321,Lost Customers,1
10,1196.5,0,5,5,4,554,Champions,0
1,414.88,364,1,2,2,122,Lost Customers,1
1,305.62,88,2,2,2,222,Lost Customers,1
1,1162.65,10,5,2,4,524,New  Customers,0
4,1594.23,162,2,4,4,244,At Risk,0
1,332.3,64,3,2,2,322,Lost Customers,1
3,536.99,22,4,4,3,443,Loyal Customers,0
2,460.59,173,2,3,2,232,At Risk,0
4,762.16,102,2,4,3,243,At Risk,0
3,1121.59,142,2,4,4,244,At Risk,0
2,288.42,98,2,3,2,232,At Risk,0
5,914.69,22,4,4,3,443,Loyal Customers,0
1,309.54,191,1,2,2,122,Lost Customers,1
2,547.07,4,5,3,3,533,Loyal Customers,0
1,479.35,360,1,2,2,122,Lost Customers,1
10,1652.18,7,5,5,4,554,Champions,0
21,6416.7,13,4,5,5,455,Champions,0
4,417.06,102,2,4,2,242,At Risk,0
9,1604.75,2,5,5,4,554,Champions,0
11,3349.57,10,5,5,5,555,Champions,0
1,497.61,95,2,2,3,223,Lost Customers,1
1,358.38,226,1,2,2,122,Lost Customers,1
2,460.64,15,4,3,2,432,Loyal Customers,0
2,775.1800000000001,38,3,3,3,333,Loyal Customers,0
1,341.7,50,3,2,2,322,Lost Customers,1
2,128.5,92,2,3,1,231,At Risk,0
1,197.22,156,2,2,1,221,Lost Customers,1
1,325.91,38,3,2,2,322,Lost Customers,1
3,199.15,183,1,4,1,141,At Risk,0
4,1106.53,0,5,4,4,544,Champions,0
1,413.46,227,1,2,2,122,Lost Customers,1
2,180.85,127,2,3,1,231,At Risk,0
2,251.87,39,3,3,2,332,Loyal Customers,0
11,3170.98,30,4,5,5,455,Champions,0
2,588.85,196,1,3,3,133,At Risk,0
34,16594.35,8,5,5,5,555,Champions,0
6,1869.82,36,3,5,4,354,Loyal Customers,0
3,1264.19,100,2,4,4,244,At Risk,0
16,10196.57,42,3,5,5,355,Loyal Customers,0
1,214.32,49,3,2,1,321,Lost Customers,1
1,193.44,42,3,2,1,321,Lost Customers,1
1,281.42,52,3,2,2,322,Lost Customers,1
1,124.57,186,1,2,1,121,Lost Customers,1
1,332.41,333,1,2,2,122,Lost Customers,1
3,342.45,3,5,4,2,542,Loyal Customers,0
2,144.91000000000003,9,5,3,1,531,Loyal Customers,0
2,328.4,23,4,3,2,432,Loyal Customers,0
1,35.400000000000006,14,4,2,1,421,New  Customers,0
1,375.69000000000005,368,1,2,2,122,Lost Customers,1
2,747.81,144,2,3,3,233,At Risk,0
2,173.76,59,3,3,1,331,Loyal Customers,0
2,502.8,30,4,3,3,433,Loyal Customers,0
3,207.73999999999998,140,2,4,1,241,At Risk,0
4,817.12,22,4,4,3,443,Loyal Customers,0
6,2812.34,21,4,5,5,455,Champions,0
3,680.02,76,2,4,3,243,At Risk,0
6,7123.62,4,5,5,5,555,Champions,0
5,2095.53,66,3,4,5,345,Loyal Customers,0
6,846.62,11,5,5,3,553,Loyal Customers,0
1,13.3,83,2,2,1,221,Lost Customers,1
7,1491.43,30,4,5,4,454,Champions,0
1,432.0,66,3,2,2,322,Lost Customers,1
3,705.12,66,3,4,3,343,Loyal Customers,0
2,272.48,186,1,3,2,132,At Risk,0
2,429.84000000000003,37,3,3,2,332,Loyal Customers,0
3,450.41,14,4,4,2,442,Loyal Customers,0
1,192.32999999999998,34,3,2,1,321,Lost Customers,1
3,1578.67,194,1,4,4,144,At Risk,0
5,742.43,1,5,4,3,543,Loyal Customers,0
5,518.19,0,5,4,3,543,Loyal Customers,0
1,145.93,366,1,2,1,121,Lost Customers,1
1,202.27,64,3,2,1,321,Lost Customers,1
2,289.78,298,1,3,2,132,At Risk,0
